30000
3.25 , 43, 3319
9.75 , 43, 19993
2.5 , 43, 26516
1.75 , 43, 752
2 , 43, 13696
52 , 43, 43
8 , 44, 17509
3 , 44, 20809
3.5 , 44, 15071
1.75 , 44, 3447
8 , 44, 10686
4.25 , 44, 4356
9.75 , 44, 21014
0.25 , 44, 11450
6 , 44, 3617
7.75 , 44, 5579
62.25 , 44, 44
2 , 45, 3763
4.5 , 45, 26304
1.25 , 45, 16075
9.75 , 45, 16308
8.25 , 45, 1742
4 , 45, 5082
10.25 , 45, 8591
11.5 , 45, 5692
8.5 , 45, 21146
2 , 45, 958
2 , 45, 600
74 , 45, 45
8.75 , 46, 22579
1.25 , 46, 1101
8 , 46, 27222
10 , 46, 6453
0.25 , 46, 18065
1.75 , 46, 8417
1 , 46, 4908
4.5 , 46, 3980
3.25 , 46, 24297
9 , 46, 10132
2.5 , 46, 10656
1.25 , 46, 26421
61.5 , 46, 46
11.25 , 47, 24615
11.25 , 47, 919
9.75 , 47, 20340
3 , 47, 5387
5.5 , 47, 21254
8.5 , 47, 22673
11 , 47, 17025
8.5 , 47, 10911
2.5 , 47, 25240
1 , 47, 7965
7.5 , 47, 23855
11.75 , 47, 23220
101.5 , 47, 47
8.25 , 48, 1217
9.25 , 48, 4424
12 , 48, 26368
39.5 , 48, 48
4.75 , 49, 19907
1.5 , 49, 29372
5.25 , 49, 26389
5 , 49, 13574
1.75 , 49, 18041
4 , 49, 29077
9 , 49, 25337
11.5 , 49, 6761
9 , 49, 5684
4 , 49, 27309
8.25 , 49, 11871
74 , 49, 49
3.5 , 50, 10466
9.5 , 50, 24970
4 , 50, 21562
8.25 , 50, 1572
8.5 , 50, 16706
6.25 , 50, 13506
2.25 , 50, 27076
52.25 , 50, 50
0.25 , 51, 14108
1.75 , 51, 29676
12 , 51, 51
1 , 52, 26712
11 , 52, 13481
1 , 52, 27276
23 , 52, 52
7.25 , 53, 12630
9.75 , 53, 21886
12 , 53, 25754
7 , 53, 17070
2 , 53, 19085
48 , 53, 53
1.5 , 54, 23190
10.75 , 54, 748
22.25 , 54, 54
2.75 , 55, 18224
12 , 55, 16814
0.75 , 55, 12217
6.75 , 55, 13576
3.5 , 55, 8629
2 , 55, 27245
1.75 , 55, 2867
10 , 55, 28938
8.75 , 55, 10834
0.25 , 55, 23186
2.75 , 55, 5636
7 , 55, 10790
68.25 , 55, 55
8 , 56, 17426
6.5 , 56, 10871
6.5 , 56, 12384
10.5 , 56, 28462
41.5 , 56, 56
4 , 57, 2419
5.75 , 57, 1420
5.5 , 57, 1584
5 , 57, 6221
0.25 , 57, 18662
3.75 , 57, 2771
10.25 , 57, 29583
3.25 , 57, 20352
5 , 57, 20819
8.75 , 57, 2100
6.75 , 57, 14670
7.75 , 57, 26904
76 , 57, 57
7 , 58, 3731
4 , 58, 17641
3 , 58, 369
5.5 , 58, 3129
3.75 , 58, 197
5.75 , 58, 15907
3.75 , 58, 13231
6.5 , 58, 11102
9.75 , 58, 17081
8 , 58, 23396
6.5 , 58, 6646
73.5 , 58, 58
10.25 , 59, 19667
1.25 , 59, 664
5 , 59, 5395
4.25 , 59, 21733
8 , 59, 9017
9.75 , 59, 29242
10.5 , 59, 10795
59 , 59, 59
8.5 , 60, 8272
8 , 60, 213
0.25 , 60, 10686
26.75 , 60, 60
3.5 , 61, 12476
3.5 , 61, 26559
4.75 , 61, 23042
3.25 , 61, 6454
11.75 , 61, 313
9.5 , 61, 10991
8.5 , 61, 14794
6.75 , 61, 21800
61.5 , 61, 61
11 , 62, 12520
6.25 , 62, 12880
27.25 , 62, 62
12.25 , 63, 11857
3.5 , 63, 13070
4.25 , 63, 2389
1.75 , 63, 4997
10.5 , 63, 10074
1.75 , 63, 13783
5 , 63, 13983
7.25 , 63, 1511
56.25 , 63, 63
4.75 , 64, 25600
4.25 , 64, 19044
3.5 , 64, 2601
6.25 , 64, 1795
8.5 , 64, 15151
4.25 , 64, 21515
41.5 , 64, 64
10.75 , 65, 29739
11 , 65, 20247
31.75 , 65, 65
10 , 66, 13352
6 , 66, 2327
8.75 , 66, 1295
7.75 , 66, 5529
12 , 66, 28416
1.75 , 66, 8007
9.75 , 66, 15636
11.75 , 66, 9648
8 , 66, 23841
4.5 , 66, 18507
90.25 , 66, 66
1 , 67, 22766
10.25 , 67, 17080
3.75 , 67, 18888
1.5 , 67, 2330
4.75 , 67, 5668
3.25 , 67, 23747
34.5 , 67, 67
6 , 68, 12933
12 , 68, 8286
5.75 , 68, 27040
4.25 , 68, 5395
9.75 , 68, 28606
7.5 , 68, 24342
11.25 , 68, 17763
5.5 , 68, 4769
10.5 , 68, 11565
5.75 , 68, 963
8.25 , 68, 14590
96.5 , 68, 68
0.75 , 69, 9881
0.25 , 69, 12894
10.25 , 69, 18156
2 , 69, 25114
10.25 , 69, 16603
8.5 , 69, 1537
1.25 , 69, 6378
6 , 69, 11505
8.75 , 69, 5518
9 , 69, 29698
3.5 , 69, 19318
70.5 , 69, 69
2.75 , 70, 1887
5.5 , 70, 20151
6.5 , 70, 2447
6.25 , 70, 28868
8 , 70, 2881
6.25 , 70, 24781
45.25 , 70, 70
2.5 , 71, 29619
4.75 , 71, 11059
4.25 , 71, 12201
21.5 , 71, 71
0.25 , 72, 19774
0.25 , 72, 14540
8 , 72, 12562
2.25 , 72, 1653
8.5 , 72, 9695
4 , 72, 26491
11.5 , 72, 10329
7.75 , 72, 11849
52.5 , 72, 72
3.25 , 73, 3944
3.25 , 73, 25395
9 , 73, 28960
5 , 73, 28938
5 , 73, 21491
8.5 , 73, 2749
6 , 73, 37
9.25 , 73, 29283
9.75 , 73, 1409
4.25 , 73, 14503
5 , 73, 18763
0.25 , 73, 28227
78.5 , 73, 73
9 , 74, 12405
10.25 , 74, 176
6 , 74, 14869
35.25 , 74, 74
3 , 75, 1885
3.75 , 75, 7703
1 , 75, 25630
3.5 , 75, 17455
21.25 , 75, 75
12 , 76, 9639
0.25 , 76, 10002
2.5 , 76, 23145
4 , 76, 694
1.75 , 76, 25819
30.5 , 76, 76
2.5 , 77, 5623
2.75 , 77, 20685
10.5 , 77, 11947
10.5 , 77, 4858
36.25 , 77, 77
8.5 , 78, 6584
3.25 , 78, 26332
1.5 , 78, 17812
2.25 , 78, 16068
1.75 , 78, 18478
27.25 , 78, 78
6.75 , 79, 1273
2.5 , 79, 26587
8.5 , 79, 22080
27.75 , 79, 79
7.5 , 80, 12435
1.75 , 80, 19662
5.75 , 80, 26973
6.25 , 80, 21819
7.75 , 80, 2264
0.25 , 80, 15335
6.75 , 80, 12572
1.25 , 80, 961
11.25 , 80, 10768
11.75 , 80, 1557
9 , 80, 13245
79.25 , 80, 80
4.25 , 81, 17573
7.75 , 81, 16147
22 , 81, 81
7.75 , 82, 8700
3.75 , 82, 2267
7.25 , 82, 29695
5.5 , 82, 1347
3.25 , 82, 27647
9.5 , 82, 5794
7 , 82, 24387
6.5 , 82, 26501
10.5 , 82, 16334
10.25 , 82, 2669
1.5 , 82, 8467
1.75 , 82, 5886
84.5 , 82, 82
2.75 , 83, 1411
5.5 , 83, 15833
0.75 , 83, 4692
10.5 , 83, 14968
3.5 , 83, 12417
5.75 , 83, 7256
5.5 , 83, 16146
44.25 , 83, 83
12.25 , 84, 11102
0.25 , 84, 15005
0.25 , 84, 27508
9 , 84, 2269
6.25 , 84, 883
0.75 , 84, 162
38.75 , 84, 84
1.25 , 85, 2885
5.5 , 85, 13625
4.75 , 85, 1355
6.25 , 85, 28366
3.25 , 85, 1788
12.25 , 85, 28223
10.25 , 85, 21711
5.25 , 85, 2082
4 , 85, 43
6.75 , 85, 15098
7.75 , 85, 2701
9.25 , 85, 1958
86.5 , 85, 85
5.5 , 86, 10555
15.5 , 86, 86
9.75 , 87, 27131
9.25 , 87, 22055
6 , 87, 13043
35 , 87, 87
5 , 88, 12805
2.25 , 88, 2821
4.5 , 88, 4848
9.75 , 88, 18103
9 , 88, 11321
11.25 , 88, 17298
5.5 , 88, 21586
1.75 , 88, 2037
2 , 88, 25066
61 , 88, 88
4.25 , 89, 29517
3.75 , 89, 25690
1 , 89, 17843
11.25 , 89, 15168
10.25 , 89, 10389
6 , 89, 20841
3 , 89, 5834
0.25 , 89, 2501
2.5 , 89, 25856
52.25 , 89, 89
4.75 , 90, 22197
12 , 90, 6729
11 , 90, 25304
3.5 , 90, 12758
7 , 90, 5319
48.25 , 90, 90
2.25 , 91, 10753
1.5 , 91, 27725
13.75 , 91, 91
4.75 , 92, 1169
8.25 , 92, 6651
2.75 , 92, 7226
3.25 , 92, 8395
12 , 92, 29540
3.25 , 92, 15107
5.25 , 92, 24622
4 , 92, 1628
10.5 , 92, 14769
8.5 , 92, 15204
5.5 , 92, 27273
12.25 , 92, 29729
90.25 , 92, 92
0.5 , 93, 3218
8.5 , 93, 17911
6.5 , 93, 29167
8.5 , 93, 13003
9.75 , 93, 16209
8 , 93, 13673
51.75 , 93, 93
1.75 , 94, 1605
11.5 , 94, 27939
8.25 , 94, 14319
10.5 , 94, 11451
11 , 94, 14119
3.25 , 94, 28804
2.5 , 94, 13217
7 , 94, 2707
1.75 , 94, 11393
67.5 , 94, 94
4.5 , 95, 15707
3.75 , 95, 23374
3 , 95, 17162
5 , 95, 2750
10.5 , 95, 21300
2 , 95, 18388
11 , 95, 2317
9.25 , 95, 18322
7 , 95, 16788
2.75 , 95, 17247
4.75 , 95, 12306
73.5 , 95, 95
1.25 , 96, 11297
7.5 , 96, 11494
7.5 , 96, 2687
11 , 96, 102
10 , 96, 6231
7.5 , 96, 9247
54.75 , 96, 96
6.25 , 97, 22961
1 , 97, 18410
11.5 , 97, 7506
2 , 97, 2813
5.75 , 97, 27535
3 , 97, 14191
9 , 97, 22368
3.5 , 97, 12574
6.25 , 97, 26037
6.75 , 97, 14244
8.5 , 97, 2525
73.5 , 97, 97
1 , 98, 1158
0.25 , 98, 8004
1.5 , 98, 6575
7 , 98, 14252
9.75 , 98, 21533
2.5 , 98, 560
8.75 , 98, 5851
7 , 98, 28117
9.5 , 98, 8751
2 , 98, 15282
59.25 , 98, 98
9.75 , 99, 27412
10.5 , 99, 17890
7.5 , 99, 1770
37.75 , 99, 99
0.5 , 100, 7911
1.5 , 100, 2621
11.25 , 100, 6769
6.75 , 100, 8932
6.25 , 100, 1492
5 , 100, 14726
9.75 , 100, 22228
11 , 100, 10659
62 , 100, 100
0.25 , 101, 5362
6.75 , 101, 16251
7.25 , 101, 12213
2.5 , 101, 14529
1.25 , 101, 18435
5 , 101, 24624
3.75 , 101, 13846
5.25 , 101, 20892
42 , 101, 101
4 , 102, 16214
7.25 , 102, 13685
3.75 , 102, 14438
25 , 102, 102
11.25 , 103, 24039
4.75 , 103, 26432
6.5 , 103, 10792
1.5 , 103, 9702
5.25 , 103, 20085
6 , 103, 9639
0.25 , 103, 15016
9 , 103, 10830
1.25 , 103, 20237
1.25 , 103, 1433
3.5 , 103, 21362
60.5 , 103, 103
2.25 , 104, 26349
12.25 , 104, 104
8 , 105, 25725
8 , 105, 21319
3.5 , 105, 19267
11.5 , 105, 22902
10.25 , 105, 29461
5.75 , 105, 22152
9.75 , 105, 29085
5.75 , 105, 24194
3 , 105, 21803
9.75 , 105, 7508
7.5 , 105, 11593
2.25 , 105, 17419
95 , 105, 105
6.5 , 106, 405
10.75 , 106, 22089
8.75 , 106, 10960
2 , 106, 27634
8.75 , 106, 16946
8.25 , 106, 15145
3 , 106, 6912
11 , 106, 2379
1.75 , 106, 1329
70.75 , 106, 106
11.75 , 107, 2905
7.75 , 107, 366
7 , 107, 11468
8.5 , 107, 2136
10 , 107, 5732
11.5 , 107, 4846
2.5 , 107, 882
11 , 107, 4176
80 , 107, 107
8.5 , 108, 2179
11 , 108, 245
6.25 , 108, 2501
8 , 108, 24300
8 , 108, 17458
12.25 , 108, 14493
9.75 , 108, 22358
1 , 108, 964
74.75 , 108, 108
0.75 , 109, 24584
10.75 , 109, 109
2 , 110, 21276
2.75 , 110, 22397
5.75 , 110, 7050
7.25 , 110, 21608
5.5 , 110, 12862
1.75 , 110, 26470
6.25 , 110, 25157
5 , 110, 5786
10.25 , 110, 23171
5.25 , 110, 15508
12.25 , 110, 9135
74 , 110, 110
10 , 111, 20088
6 , 111, 14239
1.25 , 111, 19804
5.75 , 111, 7622
4.25 , 111, 26353
2 , 111, 12539
9.5 , 111, 2406
10.75 , 111, 29307
59.5 , 111, 111
7.25 , 112, 28297
5 , 112, 3634
3.25 , 112, 25136
8 , 112, 29750
11 , 112, 18391
4.25 , 112, 11157
10 , 112, 9098
6.25 , 112, 16976
65 , 112, 112
1.25 , 113, 10758
10.75 , 113, 2423
3.25 , 113, 7195
11.25 , 113, 13719
0.75 , 113, 29012
37.25 , 113, 113
8.25 , 114, 27298
3.75 , 114, 5594
22 , 114, 114
8.25 , 115, 7374
8 , 115, 16278
0.5 , 115, 25840
1.25 , 115, 7830
9 , 115, 18730
5 , 115, 27826
11.25 , 115, 27059
53.25 , 115, 115
2.5 , 116, 8303
9.75 , 116, 27350
4.75 , 116, 18211
0.75 , 116, 16446
8 , 116, 19034
1.25 , 116, 15728
37 , 116, 116
8.25 , 117, 9337
8 , 117, 3993
5.5 , 117, 18593
9.75 , 117, 1162
3.5 , 117, 16854
4.5 , 117, 17153
12.25 , 117, 19809
12 , 117, 22570
7 , 117, 29810
9.75 , 117, 15973
90.5 , 117, 117
3.25 , 118, 26890
3.5 , 118, 601
6.5 , 118, 18758
5.5 , 118, 16678
6.75 , 118, 20111
4 , 118, 26177
39.5 , 118, 118
2.25 , 119, 2885
12.25 , 119, 8889
5.25 , 119, 29476
6.25 , 119, 4939
3.5 , 119, 27876
2.5 , 119, 22929
42 , 119, 119
7.25 , 120, 21773
8.25 , 120, 21878
8.75 , 120, 8973
11 , 120, 4845
7 , 120, 25735
9.25 , 120, 16355
9.5 , 120, 751
2.5 , 120, 15985
12 , 120, 1876
12 , 120, 10071
11.5 , 120, 20604
2.75 , 120, 20646
111.75 , 120, 120
4.5 , 121, 28470
14.5 , 121, 121
3.5 , 122, 11452
13.5 , 122, 122
0.75 , 123, 7404
1.75 , 123, 5493
12.25 , 123, 120
3.75 , 123, 22432
2.25 , 123, 13624
6.75 , 123, 4784
2.75 , 123, 18533
7.75 , 123, 16564
11 , 123, 8352
11.75 , 123, 1370
70.75 , 123, 123
7 , 124, 974
7.25 , 124, 19535
3.5 , 124, 12070
5.75 , 124, 11801
5.75 , 124, 13704
0.5 , 124, 29929
11.5 , 124, 6161
5.25 , 124, 20443
8.5 , 124, 19692
9 , 124, 9632
3.25 , 124, 10347
9.25 , 124, 26158
86.5 , 124, 124
7.25 , 125, 23638
1.25 , 125, 9398
5.25 , 125, 387
7.25 , 125, 3543
31 , 125, 125
11.5 , 126, 24486
11.75 , 126, 3601
9.5 , 126, 26475
10.25 , 126, 15484
8.75 , 126, 4802
7.75 , 126, 23994
6.5 , 126, 8058
9.75 , 126, 4906
85.75 , 126, 126
8.75 , 127, 22546
3.25 , 127, 2654
7.25 , 127, 24268
4 , 127, 16592
12 , 127, 12034
2.75 , 127, 12240
2 , 127, 18621
0.25 , 127, 29889
50.25 , 127, 127
1.5 , 128, 14980
3.5 , 128, 18821
11 , 128, 2114
4 , 128, 24886
4 , 128, 22412
4.25 , 128, 2023
3.25 , 128, 14417
10.75 , 128, 19914
9 , 128, 17298
6.25 , 128, 29891
67.5 , 128, 128
2.25 , 129, 2387
5.5 , 129, 14844
3.75 , 129, 21267
4 , 129, 18922
4.5 , 129, 23929
12.25 , 129, 4017
11 , 129, 14351
53.25 , 129, 129
1.75 , 130, 2660
6.75 , 130, 14692
6 , 130, 26031
4.5 , 130, 22668
29 , 130, 130
1.25 , 131, 3304
2.75 , 131, 11195
10.25 , 131, 21027
11.25 , 131, 13587
11.25 , 131, 645
2.5 , 131, 29113
5.75 , 131, 19739
5 , 131, 24366
10.25 , 131, 2493
8 , 131, 27357
5.5 , 131, 8973
1 , 131, 2752
84.75 , 131, 131
11.75 , 132, 21796
9.25 , 132, 10088
9.25 , 132, 543
11.75 , 132, 28269
8.5 , 132, 27413
6.5 , 132, 1762
67 , 132, 132
10 , 133, 22173
1 , 133, 22077
9.75 , 133, 18973
9.75 , 133, 26262
2.75 , 133, 22934
7.75 , 133, 28157
11 , 133, 2447
10.75 , 133, 16565
8.5 , 133, 8244
5.75 , 133, 24830
11 , 133, 15008
98 , 133, 133
1.25 , 134, 7775
2.5 , 134, 4158
3.75 , 134, 8441
17.5 , 134, 134
8.5 , 135, 22755
11 , 135, 8921
3 , 135, 2678
32.5 , 135, 135
9.75 , 136, 19837
12 , 136, 3209
9.75 , 136, 4244
3.75 , 136, 20827
5 , 136, 22022
11.75 , 136, 24028
8.5 , 136, 14132
2.25 , 136, 2547
7.5 , 136, 6017
80.25 , 136, 136
8.75 , 137, 20029
0.75 , 137, 18449
1.5 , 137, 4631
8.25 , 137, 6353
2 , 137, 877
1.75 , 137, 1415
33 , 137, 137
4.5 , 138, 27428
8.75 , 138, 5963
9.5 , 138, 517
2.25 , 138, 358
10 , 138, 23435
11.25 , 138, 25401
1.75 , 138, 23056
58 , 138, 138
12 , 139, 19858
5.75 , 139, 3426
3.25 , 139, 8177
2 , 139, 4981
3.75 , 139, 7465
7 , 139, 24540
43.75 , 139, 139
3 , 140, 8917
11 , 140, 1619
5.75 , 140, 24801
6.25 , 140, 13382
8.75 , 140, 24363
4.5 , 140, 6307
7.75 , 140, 27960
9.75 , 140, 28977
1 , 140, 14886
10.75 , 140, 546
5 , 140, 10465
83.5 , 140, 140
10.25 , 141, 11243
8.5 , 141, 13466
5.5 , 141, 4947
7 , 141, 1093
10.5 , 141, 22452
12 , 141, 23142
63.75 , 141, 141
0.25 , 142, 1249
10.25 , 142, 142
12.25 , 143, 16775
10.25 , 143, 767
6 , 143, 20329
38.5 , 143, 143
3.5 , 144, 28221
6.5 , 144, 5705
20 , 144, 144
3 , 145, 5192
1.5 , 145, 15913
10 , 145, 17527
6.5 , 145, 18000
1.75 , 145, 15693
5.25 , 145, 2268
38 , 145, 145
7.75 , 146, 8688
8 , 146, 19425
25.75 , 146, 146
5.5 , 147, 2068
3.25 , 147, 18219
1.25 , 147, 14118
0.25 , 147, 4346
0.5 , 147, 26570
2.25 , 147, 12063
23 , 147, 147
3.5 , 148, 6024
13.5 , 148, 148
6 , 149, 7559
5.25 , 149, 17602
2.5 , 149, 2504
5.25 , 149, 9962
3 , 149, 27898
9.75 , 149, 14066
5.25 , 149, 664
8.75 , 149, 7171
55.75 , 149, 149
4 , 150, 1222
7.25 , 150, 20593
3.5 , 150, 1286
3 , 150, 4847
0.25 , 150, 6886
10.25 , 150, 719
38.25 , 150, 150
0.75 , 151, 22315
9.5 , 151, 12205
9 , 151, 19540
9.5 , 151, 21373
10 , 151, 27688
2 , 151, 20642
10.75 , 151, 25490
11 , 151, 17008
10.75 , 151, 26798
83.25 , 151, 151
1.5 , 152, 20756
11 , 152, 12068
6.75 , 152, 26755
7 , 152, 389
10.25 , 152, 23472
9.25 , 152, 26643
3.75 , 152, 18434
1.75 , 152, 13302
5.75 , 152, 19717
8.75 , 152, 10348
7 , 152, 27744
82.75 , 152, 152
5.25 , 153, 12400
2.25 , 153, 9735
0.75 , 153, 29119
1.25 , 153, 9393
19.5 , 153, 153
11.25 , 154, 1975
7.5 , 154, 3725
28.75 , 154, 154
3 , 155, 17313
7.75 , 155, 20016
9 , 155, 18784
9 , 155, 26578
2.5 , 155, 16938
8.5 , 155, 11963
5.75 , 155, 5031
4.5 , 155, 28408
9.25 , 155, 27768
5.25 , 155, 24402
7.5 , 155, 26057
2 , 155, 28545
84 , 155, 155
10.75 , 156, 25386
10 , 156, 18076
4.75 , 156, 9370
3.25 , 156, 1492
38.75 , 156, 156
5 , 157, 16101
15 , 157, 157
4.25 , 158, 9058
1.75 , 158, 28209
2 , 158, 29118
10.5 , 158, 419
9.25 , 158, 10002
4.75 , 158, 2151
2 , 158, 958
6.25 , 158, 22303
2 , 158, 8253
7 , 158, 24411
5 , 158, 22904
64.75 , 158, 158
5.25 , 159, 1914
10 , 159, 13593
3 , 159, 5104
6.25 , 159, 19539
0.5 , 159, 8601
10 , 159, 11776
8 , 159, 6734
6 , 159, 6107
5.75 , 159, 22453
5 , 159, 20463
1 , 159, 26717
8.25 , 159, 12879
79 , 159, 159
0.5 , 160, 11018
1.5 , 160, 18184
7.5 , 160, 13389
5 , 160, 29780
6.75 , 160, 12888
11.5 , 160, 8464
6.25 , 160, 17169
8.5 , 160, 23408
57.5 , 160, 160
4 , 161, 28773
7.75 , 161, 22514
1 , 161, 18143
3.5 , 161, 23696
